sample_id	variety_name	variety_alias	species	subspecies	accession	BioProject	BioSample	SRA_accession	ENA_accession	publication	country	population	cultivar_or_landrace	sequencing_platform	read_length	paired_or_single	estimated_depth	reference_genome	data_source	download_status	qc_status	name_source	name_quality	source_db	instrument_model	base_count	fastq_ftp	fastq_bytes	sample_title	study_title	sample_alias	center_name	first_public
DRR862912	ZH11		Oryza sativa		DRR862912	PRJDB38331	SAMD01760046		DRR862912		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	11.624	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4359136200	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862912/DRR862912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862912/DRR862912_2.fastq.gz	1211445260;1338941657	A957 (SAMC3139010)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760046	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862917	ZH11		Oryza sativa		DRR862917	PRJDB38331	SAMD01760051		DRR862917		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	12.836	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4813336800	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862917/DRR862917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862917/DRR862917_2.fastq.gz	1295560300;1412845935	A961 (SAMC3139015)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760051	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862933	ZH11		Oryza sativa		DRR862933	PRJDB38331	SAMD01760067		DRR862933		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	10.581	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	3968050800	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862933/DRR862933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862933/DRR862933_2.fastq.gz	1163547699;1244823149	A976 (SAMC3139031)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760067	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862934	ZH11		Oryza sativa		DRR862934	PRJDB38331	SAMD01760068		DRR862934		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	10.687	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4007671500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862934/DRR862934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862934/DRR862934_2.fastq.gz	1166438058;1277829176	A977 (SAMC3139032)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760068	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862936	ZH11		Oryza sativa		DRR862936	PRJDB38331	SAMD01760070		DRR862936		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	12.485	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4681951200	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862936/DRR862936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862936/DRR862936_2.fastq.gz	1378682294;1481355352	A979 (SAMC3139034)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760070	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862938	ZH11		Oryza sativa		DRR862938	PRJDB38331	SAMD01760072		DRR862938		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	11.044	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4141624200	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862938/DRR862938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862938/DRR862938_2.fastq.gz	1213850231;1305622860	A980 (SAMC3139036)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760072	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862941	ZH11		Oryza sativa		DRR862941	PRJDB38331	SAMD01760075		DRR862941		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	13.814	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5180125500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862941/DRR862941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862941/DRR862941_2.fastq.gz	1419772997;1528393078	A983 (SAMC3139039)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760075	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862943	ZH11		Oryza sativa		DRR862943	PRJDB38331	SAMD01760077		DRR862943		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	10.999	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4124712000	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862943/DRR862943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862943/DRR862943_2.fastq.gz	1130284261;1223911402	A985 (SAMC3139041)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760077	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862944	ZH11		Oryza sativa		DRR862944	PRJDB38331	SAMD01760078		DRR862944		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	15.231	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5711455800	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862944/DRR862944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862944/DRR862944_2.fastq.gz	1563236950;1667683567	A986 (SAMC3139042)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760078	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862949	ZH11		Oryza sativa		DRR862949	PRJDB38331	SAMD01760083		DRR862949		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	12.786	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4794779400	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862949/DRR862949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862949/DRR862949_2.fastq.gz	1295234463;1400372938	A990 (SAMC3139047)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760083	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862960	ZH11		Oryza sativa		DRR862960	PRJDB38331	SAMD01760094		DRR862960		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	14.692	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5509562100	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862960/DRR862960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862960/DRR862960_2.fastq.gz	1529839094;1657479526	B1001 (SAMC3139058)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760094	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862961	ZH11		Oryza sativa		DRR862961	PRJDB38331	SAMD01760095		DRR862961		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	11.333	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4249691700	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862961/DRR862961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862961/DRR862961_2.fastq.gz	1097450750;1199097395	B1002 (SAMC3139059)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760095	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862966	ZH11		Oryza sativa		DRR862966	PRJDB38331	SAMD01760100		DRR862966		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	15.087	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5657616600	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862966/DRR862966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862966/DRR862966_2.fastq.gz	1478837958;1596274663	B1009 (SAMC3139064)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760100	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862972	ZH11		Oryza sativa		DRR862972	PRJDB38331	SAMD01760106		DRR862972		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	12.859	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4822019100	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862972/DRR862972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862972/DRR862972_2.fastq.gz	1336563592;1434800619	B1014 (SAMC3139070)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760106	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862975	ZH11		Oryza sativa		DRR862975	PRJDB38331	SAMD01760109		DRR862975		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	15.374	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5765360700	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862975/DRR862975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862975/DRR862975_2.fastq.gz	1512024790;1642185824	B1017 (SAMC3139073)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760109	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862986	ZH11		Oryza sativa		DRR862986	PRJDB38331	SAMD01760120		DRR862986		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	14.361	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5385219000	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862986/DRR862986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862986/DRR862986_2.fastq.gz	1410092373;1551113306	B1034 (SAMC3139084)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760120	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862989	ZH11		Oryza sativa		DRR862989	PRJDB38331	SAMD01760123		DRR862989		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	15.237	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5714007900	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862989/DRR862989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862989/DRR862989_2.fastq.gz	1570431850;1694637586	B1038 (SAMC3139087)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760123	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862990	ZH11		Oryza sativa		DRR862990	PRJDB38331	SAMD01760124		DRR862990		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	14.151	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5306559300	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862990/DRR862990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862990/DRR862990_2.fastq.gz	1402070416;1555223076	B1039 (SAMC3139088)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760124	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR862999	ZH11		Oryza sativa		DRR862999	PRJDB38331	SAMD01760133		DRR862999		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	12.618	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4731633900	ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862999/DRR862999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR862/DRR862999/DRR862999_2.fastq.gz	1310114278;1404513863	B1051 (SAMC3139097)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760133	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863000	ZH11		Oryza sativa		DRR863000	PRJDB38331	SAMD01760134		DRR863000		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	14.487	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5432571600	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863000/DRR863000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863000/DRR863000_2.fastq.gz	1499286624;1643566876	B1052 (SAMC3139098)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760134	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863007	ZH11		Oryza sativa		DRR863007	PRJDB38331	SAMD01760141		DRR863007		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	14.909	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5590929000	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863007/DRR863007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863007/DRR863007_2.fastq.gz	1466968421;1614796592	B1064 (SAMC3139105)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760141	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863009	ZH11		Oryza sativa		DRR863009	PRJDB38331	SAMD01760143		DRR863009		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	10.324	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	3871467300	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863009/DRR863009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863009/DRR863009_2.fastq.gz	1065574619;1147753408	B1068 (SAMC3139107)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760143	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863010	ZH11		Oryza sativa		DRR863010	PRJDB38331	SAMD01760144		DRR863010		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	12.397	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4648925100	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863010/DRR863010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863010/DRR863010_2.fastq.gz	1284223426;1391388650	B1069 (SAMC3139108)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760144	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863016	ZH11		Oryza sativa		DRR863016	PRJDB38331	SAMD01760150		DRR863016		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	9.986	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	3744562800	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863016/DRR863016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863016/DRR863016_2.fastq.gz	1045986599;1106690027	B1077 (SAMC3139114)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760150	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863019	ZH11		Oryza sativa		DRR863019	PRJDB38331	SAMD01760153		DRR863019		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	18.642	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	6990899700	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863019/DRR863019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863019/DRR863019_2.fastq.gz	1886944284;2035047088	B1080 (SAMC3139117)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760153	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863021	ZH11		Oryza sativa		DRR863021	PRJDB38331	SAMD01760155		DRR863021		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	12.39	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4646110800	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863021/DRR863021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863021/DRR863021_2.fastq.gz	1281807653;1413514559	B1082 (SAMC3139119)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760155	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863030	ZH11		Oryza sativa		DRR863030	PRJDB38331	SAMD01760164		DRR863030		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	13.691	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5134098900	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863030/DRR863030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863030/DRR863030_2.fastq.gz	1430339248;1521799584	B1092 (SAMC3139128)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760164	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863033	ZH11		Oryza sativa		DRR863033	PRJDB38331	SAMD01760167		DRR863033		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	15.23	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5711169000	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863033/DRR863033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863033/DRR863033_2.fastq.gz	1627178156;1768553817	B1095 (SAMC3139131)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760167	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863035	ZH11		Oryza sativa		DRR863035	PRJDB38331	SAMD01760169		DRR863035		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	14.234	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	5337666600	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863035/DRR863035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863035/DRR863035_2.fastq.gz	1404494274;1539911026	B1098 (SAMC3139133)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760169	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863039	ZH11		Oryza sativa		DRR863039	PRJDB38331	SAMD01760173		DRR863039		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	12.12	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4545106200	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863039/DRR863039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863039/DRR863039_2.fastq.gz	1182534148;1310307042	B1103 (SAMC3139137)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760173	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863062	ZH11		Oryza sativa		DRR863062	PRJDB38331	SAMD01760196		DRR863062		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	16.823	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	6308482800	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863062/DRR863062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863062/DRR863062_2.fastq.gz	1754867888;1874917649	B1130 (SAMC3139160)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760196	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863063	ZH11		Oryza sativa		DRR863063	PRJDB38331	SAMD01760197		DRR863063		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	12.555	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4708089900	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863063/DRR863063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863063/DRR863063_2.fastq.gz	1294876765;1409314679	B1131 (SAMC3139161)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760197	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863075	ZH11		Oryza sativa		DRR863075	PRJDB38331	SAMD01760209		DRR863075		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	11.587	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4345248900	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863075/DRR863075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863075/DRR863075_2.fastq.gz	1206769039;1275828924	B1146 (SAMC3139173)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760209	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863085	ZH11		Oryza sativa		DRR863085	PRJDB38331	SAMD01760219		DRR863085		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	12.29	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4608576900	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863085/DRR863085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863085/DRR863085_2.fastq.gz	1278224016;1378071253	B1159 (SAMC3139183)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760219	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863090	ZH11		Oryza sativa		DRR863090	PRJDB38331	SAMD01760224		DRR863090		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	10.524	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	3946686300	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863090/DRR863090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863090/DRR863090_2.fastq.gz	895732577;948906000	B1167 (SAMC3139188)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760224	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863092	ZH11		Oryza sativa		DRR863092	PRJDB38331	SAMD01760226		DRR863092		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	10.042	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	3765763200	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863092/DRR863092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863092/DRR863092_2.fastq.gz	857814865;898530727	B1169 (SAMC3139190)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760226	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863095	ZH11		Oryza sativa		DRR863095	PRJDB38331	SAMD01760229		DRR863095		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	9.637	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	3613825800	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863095/DRR863095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863095/DRR863095_2.fastq.gz	835680747;979903538	B1174 (SAMC3139193)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760229	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863098	ZH11		Oryza sativa		DRR863098	PRJDB38331	SAMD01760232		DRR863098		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	12.264	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4599084900	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863098/DRR863098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863098/DRR863098_2.fastq.gz	1057595269;1213402394	B1180 (SAMC3139196)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760232	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
DRR863099	ZH11		Oryza sativa		DRR863099	PRJDB38331	SAMD01760233		DRR863099		missing: data agreement established pre-2023			ILLUMINA	300.0	PAIRED	11.491	IRGSP-1.0	ENA Portal API + ENA sample XML	not_downloaded	pending	xml:cultivar_tag	code	DDBJ	HiSeq X Ten	4309104300	ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863099/DRR863099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR863/DRR863099/DRR863099_2.fastq.gz	987724148;1153070620	B1181 (SAMC3139197)	rice ZH11 ems4611 database (PRJCA020505)	SAMD01760233	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	2026-06-02
