canonical_name	alias	relation	evidence	n_runs	norm_key
NH182-1	NH182-1	canonical	mechanical_normalization	1	nh1821
NH183-1	NH183-1	canonical	mechanical_normalization	1	nh1831
NH184-1	NH184-1	canonical	mechanical_normalization	1	nh1841
NH186-1	NH186-1	canonical	mechanical_normalization	1	nh1861
NH187-1	NH187-1	canonical	mechanical_normalization	1	nh1871
NH189-1	NH189-1	canonical	mechanical_normalization	1	nh1891
NH190-1	NH190-1	canonical	mechanical_normalization	1	nh1901
NH191-1	NH191-1	canonical	mechanical_normalization	1	nh1911
NH192-1	NH192-1	canonical	mechanical_normalization	1	nh1921
NH193-1	NH193-1	canonical	mechanical_normalization	1	nh1931
NH194-1	NH194-1	canonical	mechanical_normalization	1	nh1941
NH196-1	NH196-1	canonical	mechanical_normalization	1	nh1961
NH197-1	NH197-1	canonical	mechanical_normalization	1	nh1971
NH198-1	NH198-1	canonical	mechanical_normalization	1	nh1981
NH199-1	NH199-1	canonical	mechanical_normalization	1	nh1991
NH201-1	NH201-1	canonical	mechanical_normalization	1	nh2011
NH202-1	NH202-1	canonical	mechanical_normalization	1	nh2021
NH203-1	NH203-1	canonical	mechanical_normalization	1	nh2031
NH204-1	NH204-1	canonical	mechanical_normalization	1	nh2041
NH205-1	NH205-1	canonical	mechanical_normalization	1	nh2051
NH206-1	NH206-1	canonical	mechanical_normalization	1	nh2061
NH207-1	NH207-1	canonical	mechanical_normalization	1	nh2071
NH208-1	NH208-1	canonical	mechanical_normalization	1	nh2081
NH210-1	NH210-1	canonical	mechanical_normalization	1	nh2101
NH211-1	NH211-1	canonical	mechanical_normalization	1	nh2111
NH212-1	NH212-1	canonical	mechanical_normalization	1	nh2121
NH213-1	NH213-1	canonical	mechanical_normalization	1	nh2131
NH214-1	NH214-1	canonical	mechanical_normalization	1	nh2141
NH215-1	NH215-1	canonical	mechanical_normalization	1	nh2151
NH216-1	NH216-1	canonical	mechanical_normalization	1	nh2161
NH218-1	NH218-1	canonical	mechanical_normalization	1	nh2181
NH219-1	NH219-1	canonical	mechanical_normalization	1	nh2191
NH220-1	NH220-1	canonical	mechanical_normalization	1	nh2201
NH221-1	NH221-1	canonical	mechanical_normalization	1	nh2211
NH222-1	NH222-1	canonical	mechanical_normalization	1	nh2221
NH223-1	NH223-1	canonical	mechanical_normalization	1	nh2231
NH224-1	NH224-1	canonical	mechanical_normalization	1	nh2241
NH226-1	NH226-1	canonical	mechanical_normalization	1	nh2261
NH227-L	NH227-L	canonical	mechanical_normalization	1	nh227l
NH229	NH229	canonical	mechanical_normalization	1	nh229
NH231	NH231	canonical	mechanical_normalization	1	nh231
NH232-1	NH232-1	canonical	mechanical_normalization	1	nh2321
NH236-1	NH236-1	canonical	mechanical_normalization	1	nh2361
NH237-1	NH237-1	canonical	mechanical_normalization	1	nh2371
NH238-1	NH238-1	canonical	mechanical_normalization	1	nh2381
NH239-1	NH239-1	canonical	mechanical_normalization	1	nh2391
NH240-1	NH240-1	canonical	mechanical_normalization	1	nh2401
NH241	NH241	canonical	mechanical_normalization	1	nh241
NH242	NH242	canonical	mechanical_normalization	1	nh242
NH243-L	NH243-L	canonical	mechanical_normalization	1	nh243l
NH246-L	NH246-L	canonical	mechanical_normalization	1	nh246l
NH247-L	NH247-L	canonical	mechanical_normalization	1	nh247l
NIL7	NIL7	canonical	mechanical_normalization	1	nil7
NIPPONBARE::IRGC 117274-2	NIPPONBARE::IRGC 117274-2	canonical	mechanical_normalization	1	nipponbareirgc1172742
NLR 33892	NLR 33892	canonical	mechanical_normalization	1	nlr33892
NLR-34449	NLR-34449	canonical	mechanical_normalization	1	nlr34449
NMR 151	NMR 151	canonical	mechanical_normalization	1	nmr151
NMR 152	NMR 152	canonical	mechanical_normalization	1	nmr152
NN99_S1_1	NN99_S1_1	canonical	mechanical_normalization	1	nn99s11
NN99_S1_10	NN99_S1_10	canonical	mechanical_normalization	1	nn99s110
NN99_S1_11	NN99_S1_11	canonical	mechanical_normalization	1	nn99s111
NN99_S1_12	NN99_S1_12	canonical	mechanical_normalization	1	nn99s112
NN99_S1_13	NN99_S1_13	canonical	mechanical_normalization	1	nn99s113
NN99_S1_14	NN99_S1_14	canonical	mechanical_normalization	1	nn99s114
NN99_S1_15	NN99_S1_15	canonical	mechanical_normalization	1	nn99s115
NN99_S1_16	NN99_S1_16	canonical	mechanical_normalization	1	nn99s116
NN99_S1_17	NN99_S1_17	canonical	mechanical_normalization	1	nn99s117
NN99_S1_18	NN99_S1_18	canonical	mechanical_normalization	1	nn99s118
NN99_S1_19	NN99_S1_19	canonical	mechanical_normalization	1	nn99s119
NN99_S1_2	NN99_S1_2	canonical	mechanical_normalization	1	nn99s12
NN99_S1_20	NN99_S1_20	canonical	mechanical_normalization	1	nn99s120
NN99_S1_21	NN99_S1_21	canonical	mechanical_normalization	1	nn99s121
NN99_S1_22	NN99_S1_22	canonical	mechanical_normalization	1	nn99s122
NN99_S1_23	NN99_S1_23	canonical	mechanical_normalization	1	nn99s123
NN99_S1_24	NN99_S1_24	canonical	mechanical_normalization	1	nn99s124
NN99_S1_25	NN99_S1_25	canonical	mechanical_normalization	1	nn99s125
NN99_S1_26	NN99_S1_26	canonical	mechanical_normalization	1	nn99s126
NN99_S1_27	NN99_S1_27	canonical	mechanical_normalization	1	nn99s127
NN99_S1_28	NN99_S1_28	canonical	mechanical_normalization	1	nn99s128
NN99_S1_29	NN99_S1_29	canonical	mechanical_normalization	1	nn99s129
NN99_S1_3	NN99_S1_3	canonical	mechanical_normalization	1	nn99s13
NN99_S1_30	NN99_S1_30	canonical	mechanical_normalization	1	nn99s130
NN99_S1_31	NN99_S1_31	canonical	mechanical_normalization	1	nn99s131
NN99_S1_32	NN99_S1_32	canonical	mechanical_normalization	1	nn99s132
NN99_S1_33	NN99_S1_33	canonical	mechanical_normalization	1	nn99s133
NN99_S1_34	NN99_S1_34	canonical	mechanical_normalization	1	nn99s134
NN99_S1_35	NN99_S1_35	canonical	mechanical_normalization	1	nn99s135
NN99_S1_36	NN99_S1_36	canonical	mechanical_normalization	1	nn99s136
NN99_S1_37	NN99_S1_37	canonical	mechanical_normalization	1	nn99s137
NN99_S1_38	NN99_S1_38	canonical	mechanical_normalization	1	nn99s138
NN99_S1_39	NN99_S1_39	canonical	mechanical_normalization	1	nn99s139
NN99_S1_4	NN99_S1_4	canonical	mechanical_normalization	1	nn99s14
NN99_S1_5	NN99_S1_5	canonical	mechanical_normalization	1	nn99s15
NN99_S1_6	NN99_S1_6	canonical	mechanical_normalization	1	nn99s16
NN99_S1_7	NN99_S1_7	canonical	mechanical_normalization	1	nn99s17
NN99_S1_8	NN99_S1_8	canonical	mechanical_normalization	1	nn99s18
NN99_S1_9	NN99_S1_9	canonical	mechanical_normalization	1	nn99s19
NORIN 11	NORIN 11	canonical	mechanical_normalization	1	norin11
NORIN 24	NORIN 24	canonical	mechanical_normalization	1	norin24
NP 97::GSOR 311207-G1	NP 97::GSOR 311207-G1	canonical	mechanical_normalization	1	np97gsor311207g1
NP125	NP125	canonical	mechanical_normalization	1	np125
Nabeshi	Nabeshi	canonical	mechanical_normalization	1	nabeshi
Nado	Nado	canonical	mechanical_normalization	1	nado
Naengdo	Naengdo	canonical	mechanical_normalization	1	naengdo
Naengjo(B) 70	Naengjo(B) 70	canonical	mechanical_normalization	1	naengjo70
Naengsu	Naengsu	canonical	mechanical_normalization	1	naengsu
Nagdong	Nagdong	canonical	mechanical_normalization	1	nagdong
Nahng Sawn	Nahng Sawn	canonical	mechanical_normalization	1	nahngsawn
Nakabo	Nakabo	canonical	mechanical_normalization	1	nakabo
Nam Dawk Mai	Nam Dawk Mai	canonical	mechanical_normalization	1	namdawkmai
Nam mak	Nam mak	canonical	mechanical_normalization	1	nammak
Namil	Namil	canonical	mechanical_normalization	1	namil
Namjo	Namjo	canonical	mechanical_normalization	1	namjo
Namwon 1	Namwon 1	canonical	mechanical_normalization	1	namwon1
Namwonbyeo	Namwonbyeo	canonical	mechanical_normalization	1	namwonbyeo
Nan Geng 55	Nan Geng 55	canonical	mechanical_normalization	1	nangeng55
Nan Geng 9308	Nan Geng 9308	canonical	mechanical_normalization	1	nangeng9308
Nan Geng Yan 1	Nan Geng Yan 1	canonical	mechanical_normalization	1	nangengyan1
Nan Geng Yin Gu	Nan Geng Yin Gu	canonical	mechanical_normalization	1	nangengyingu
Nan Shang S19B327	Nan Shang S19B327	canonical	mechanical_normalization	1	nanshangs19b327
Nan Xia 060	Nan Xia 060	canonical	mechanical_normalization	1	nanxia060
Nan25	Nan25	canonical	mechanical_normalization	1	nan25
Nanatsuboshi	Nanatsuboshi	canonical	mechanical_normalization	1	nanatsuboshi
Nanbaozao	Nanbaozao	canonical	mechanical_normalization	1	nanbaozao
Nanfengnuo	Nanfengnuo	canonical	mechanical_normalization	1	nanfengnuo
Nang Bang Bentre	Nang Bang Bentre	canonical	mechanical_normalization	1	nangbangbentre
Nangeng46	Nangeng46	canonical	mechanical_normalization	1	nangeng46
Nanhi	Nanhi	canonical	mechanical_normalization	1	nanhi
Nanhui009	Nanhui009	canonical	mechanical_normalization	1	nanhui009
Nanhui115	Nanhui115	canonical	mechanical_normalization	1	nanhui115
Nanhui125	Nanhui125	canonical	mechanical_normalization	1	nanhui125
Nanhui1659	Nanhui1659	canonical	mechanical_normalization	1	nanhui1659
Nanhui180	Nanhui180	canonical	mechanical_normalization	1	nanhui180
Nanhui183	Nanhui183	canonical	mechanical_normalization	1	nanhui183
Nanhui445	Nanhui445	canonical	mechanical_normalization	1	nanhui445
Nanhui716	Nanhui716	canonical	mechanical_normalization	1	nanhui716
Nanhuifu819	Nanhuifu819	canonical	mechanical_normalization	1	nanhuifu819
Nanjing11	Nanjing11	canonical	mechanical_normalization	1	nanjing11
Nanjing11hao	Nanjing11hao	canonical	mechanical_normalization	1	nanjing11hao
Nanjing12025	Nanjing12025	canonical	mechanical_normalization	1	nanjing12025
Nanjing16	Nanjing16	canonical	mechanical_normalization	1	nanjing16
Nanjing1hao	Nanjing1hao	canonical	mechanical_normalization	1	nanjing1hao
Nanjing46	Nanjing46	canonical	mechanical_normalization	1	nanjing46
Nanjingnuo2	Nanjingnuo2	canonical	mechanical_normalization	1	nanjingnuo2
Nanjingxiangnuo	Nanjingxiangnuo	canonical	mechanical_normalization	1	nanjingxiangnuo
Nannongjing_004	Nannongjing_004	canonical	mechanical_normalization	1	nannongjing004
Nannongjing_1R	Nannongjing_1R	canonical	mechanical_normalization	1	nannongjing1r
Nano	Nano	canonical	mechanical_normalization	1	nano
Nansha060	Nansha060	canonical	mechanical_normalization	1	nansha060
Nante	Nante	canonical	mechanical_normalization	1	nante
Nanton_53	Nanton_53	canonical	mechanical_normalization	1	nanton53
NanzaoA	NanzaoA	canonical	mechanical_normalization	1	nanzaoa
Nar-B-Upland	Nar-B-Upland	canonical	mechanical_normalization	1	narbupland
Near_Iso-genic_Lines	Near_Iso-genic_Lines	canonical	mechanical_normalization	1	nearisogeniclines
Neda	Neda	canonical	mechanical_normalization	1	neda
NeiHui2539	NeiHui2539	canonical	mechanical_normalization	1	neihui2539
NeiHui2539	Neihui2539	spelling_variant	mechanical_normalization	1	neihui2539
Neihui94-11	Neihui94-11	canonical	mechanical_normalization	1	neihui9411
Neihui9802	Neihui9802	canonical	mechanical_normalization	1	neihui9802
Neixiang2A	Neixiang2A	canonical	mechanical_normalization	1	neixiang2a
Neixiang3A	Neixiang3A	canonical	mechanical_normalization	1	neixiang3a
Neixiang5A	Neixiang5A	canonical	mechanical_normalization	1	neixiang5a
Neixiang7A	Neixiang7A	canonical	mechanical_normalization	1	neixiang7a
Neixiang8A	Neixiang8A	canonical	mechanical_normalization	1	neixiang8a
Neizhong152	Neizhong152	canonical	mechanical_normalization	1	neizhong152
Nekken2	Nekken2	canonical	mechanical_normalization	1	nekken2
Nep Lun	Nep Lun	canonical	mechanical_normalization	1	neplun
NERICA 4	Nerica4	spelling_variant	mechanical_normalization	1	nerica4
Neuseubyeo	Neuseubyeo	canonical	mechanical_normalization	1	neuseubyeo
Nianpingxiangdao	Nianpingxiangdao	canonical	mechanical_normalization	1	nianpingxiangdao
Niaw-Dam	Niaw-Dam	canonical	mechanical_normalization	1	niawdam
Niaw_Ma-dan	Niaw_Ma-dan	canonical	mechanical_normalization	1	niawmadan
Niboerhuangdao	Niboerhuangdao	canonical	mechanical_normalization	1	niboerhuangdao
Ning Xi 14	Ning Xi 14	canonical	mechanical_normalization	1	ningxi14
Ning Xi 791	Ning Xi 791	canonical	mechanical_normalization	1	ningxi791
Ning Zao 910	Ning Zao 910	canonical	mechanical_normalization	1	ningzao910
Ningjing 14	Ningjing 14	canonical	mechanical_normalization	1	ningjing14
Ningjing16	Ningjing16	canonical	mechanical_normalization	1	ningjing16
Ningjing_2hao	Ningjing_2hao	canonical	mechanical_normalization	1	ningjing2hao
Ningjinghui_237	Ningjinghui_237	canonical	mechanical_normalization	1	ningjinghui237
Ningjinghui_260	Ningjinghui_260	canonical	mechanical_normalization	1	ningjinghui260
Ningnuo20910	Ningnuo20910	canonical	mechanical_normalization	1	ningnuo20910
Ningnuo20911	Ningnuo20911	canonical	mechanical_normalization	1	ningnuo20911
Ningnuo20923	Ningnuo20923	canonical	mechanical_normalization	1	ningnuo20923
Ningxiangnuo	Ningxiangnuo	canonical	mechanical_normalization	1	ningxiangnuo
Ningzao517	Ningzao517	canonical	mechanical_normalization	1	ningzao517
Nipponbare and 93-11 RIL1	Nipponbare and 93-11 RIL1	canonical	mechanical_normalization	1	nipponbareand9311ril1
Nipponbare and 93-11 RIL10	Nipponbare and 93-11 RIL10	canonical	mechanical_normalization	1	nipponbareand9311ril10
Nipponbare and 93-11 RIL11	Nipponbare and 93-11 RIL11	canonical	mechanical_normalization	1	nipponbareand9311ril11
Nipponbare and 93-11 RIL12	Nipponbare and 93-11 RIL12	canonical	mechanical_normalization	1	nipponbareand9311ril12
Nipponbare and 93-11 RIL13	Nipponbare and 93-11 RIL13	canonical	mechanical_normalization	1	nipponbareand9311ril13
Nipponbare and 93-11 RIL14	Nipponbare and 93-11 RIL14	canonical	mechanical_normalization	1	nipponbareand9311ril14
Nipponbare and 93-11 RIL15	Nipponbare and 93-11 RIL15	canonical	mechanical_normalization	1	nipponbareand9311ril15
Nipponbare and 93-11 RIL16	Nipponbare and 93-11 RIL16	canonical	mechanical_normalization	1	nipponbareand9311ril16
Nipponbare and 93-11 RIL17	Nipponbare and 93-11 RIL17	canonical	mechanical_normalization	1	nipponbareand9311ril17
Nipponbare and 93-11 RIL18	Nipponbare and 93-11 RIL18	canonical	mechanical_normalization	1	nipponbareand9311ril18
Nipponbare and 93-11 RIL19	Nipponbare and 93-11 RIL19	canonical	mechanical_normalization	1	nipponbareand9311ril19
Nipponbare and 93-11 RIL2	Nipponbare and 93-11 RIL2	canonical	mechanical_normalization	1	nipponbareand9311ril2
Nipponbare and 93-11 RIL20	Nipponbare and 93-11 RIL20	canonical	mechanical_normalization	1	nipponbareand9311ril20
Nipponbare and 93-11 RIL21	Nipponbare and 93-11 RIL21	canonical	mechanical_normalization	1	nipponbareand9311ril21
Nipponbare and 93-11 RIL22	Nipponbare and 93-11 RIL22	canonical	mechanical_normalization	1	nipponbareand9311ril22
Nipponbare and 93-11 RIL23	Nipponbare and 93-11 RIL23	canonical	mechanical_normalization	1	nipponbareand9311ril23
Nipponbare and 93-11 RIL24	Nipponbare and 93-11 RIL24	canonical	mechanical_normalization	1	nipponbareand9311ril24
Nipponbare and 93-11 RIL25	Nipponbare and 93-11 RIL25	canonical	mechanical_normalization	1	nipponbareand9311ril25
Nipponbare and 93-11 RIL26	Nipponbare and 93-11 RIL26	canonical	mechanical_normalization	1	nipponbareand9311ril26
Nipponbare and 93-11 RIL27	Nipponbare and 93-11 RIL27	canonical	mechanical_normalization	1	nipponbareand9311ril27
Nipponbare and 93-11 RIL28	Nipponbare and 93-11 RIL28	canonical	mechanical_normalization	1	nipponbareand9311ril28
Nipponbare and 93-11 RIL29	Nipponbare and 93-11 RIL29	canonical	mechanical_normalization	1	nipponbareand9311ril29
Nipponbare and 93-11 RIL3	Nipponbare and 93-11 RIL3	canonical	mechanical_normalization	1	nipponbareand9311ril3
Nipponbare and 93-11 RIL30	Nipponbare and 93-11 RIL30	canonical	mechanical_normalization	1	nipponbareand9311ril30
Nipponbare and 93-11 RIL31	Nipponbare and 93-11 RIL31	canonical	mechanical_normalization	1	nipponbareand9311ril31
Nipponbare and 93-11 RIL32	Nipponbare and 93-11 RIL32	canonical	mechanical_normalization	1	nipponbareand9311ril32
Nipponbare and 93-11 RIL33	Nipponbare and 93-11 RIL33	canonical	mechanical_normalization	1	nipponbareand9311ril33
Nipponbare and 93-11 RIL34	Nipponbare and 93-11 RIL34	canonical	mechanical_normalization	1	nipponbareand9311ril34
Nipponbare and 93-11 RIL35	Nipponbare and 93-11 RIL35	canonical	mechanical_normalization	1	nipponbareand9311ril35
Nipponbare and 93-11 RIL36	Nipponbare and 93-11 RIL36	canonical	mechanical_normalization	1	nipponbareand9311ril36
Nipponbare and 93-11 RIL37	Nipponbare and 93-11 RIL37	canonical	mechanical_normalization	1	nipponbareand9311ril37
Nipponbare and 93-11 RIL38	Nipponbare and 93-11 RIL38	canonical	mechanical_normalization	1	nipponbareand9311ril38
Nipponbare and 93-11 RIL39	Nipponbare and 93-11 RIL39	canonical	mechanical_normalization	1	nipponbareand9311ril39
Nipponbare and 93-11 RIL4	Nipponbare and 93-11 RIL4	canonical	mechanical_normalization	1	nipponbareand9311ril4
Nipponbare and 93-11 RIL40	Nipponbare and 93-11 RIL40	canonical	mechanical_normalization	1	nipponbareand9311ril40
Nipponbare and 93-11 RIL41	Nipponbare and 93-11 RIL41	canonical	mechanical_normalization	1	nipponbareand9311ril41
Nipponbare and 93-11 RIL42	Nipponbare and 93-11 RIL42	canonical	mechanical_normalization	1	nipponbareand9311ril42
Nipponbare and 93-11 RIL43	Nipponbare and 93-11 RIL43	canonical	mechanical_normalization	1	nipponbareand9311ril43
Nipponbare and 93-11 RIL44	Nipponbare and 93-11 RIL44	canonical	mechanical_normalization	1	nipponbareand9311ril44
Nipponbare and 93-11 RIL45	Nipponbare and 93-11 RIL45	canonical	mechanical_normalization	1	nipponbareand9311ril45
Nipponbare and 93-11 RIL46	Nipponbare and 93-11 RIL46	canonical	mechanical_normalization	1	nipponbareand9311ril46
Nipponbare and 93-11 RIL47	Nipponbare and 93-11 RIL47	canonical	mechanical_normalization	1	nipponbareand9311ril47
Nipponbare and 93-11 RIL48	Nipponbare and 93-11 RIL48	canonical	mechanical_normalization	1	nipponbareand9311ril48
Nipponbare and 93-11 RIL49	Nipponbare and 93-11 RIL49	canonical	mechanical_normalization	1	nipponbareand9311ril49
Nipponbare and 93-11 RIL5	Nipponbare and 93-11 RIL5	canonical	mechanical_normalization	1	nipponbareand9311ril5
Nipponbare and 93-11 RIL50	Nipponbare and 93-11 RIL50	canonical	mechanical_normalization	1	nipponbareand9311ril50
Nipponbare and 93-11 RIL51	Nipponbare and 93-11 RIL51	canonical	mechanical_normalization	1	nipponbareand9311ril51
Nipponbare and 93-11 RIL52	Nipponbare and 93-11 RIL52	canonical	mechanical_normalization	1	nipponbareand9311ril52
Nipponbare and 93-11 RIL53	Nipponbare and 93-11 RIL53	canonical	mechanical_normalization	1	nipponbareand9311ril53
Nipponbare and 93-11 RIL54	Nipponbare and 93-11 RIL54	canonical	mechanical_normalization	1	nipponbareand9311ril54
Nipponbare and 93-11 RIL55	Nipponbare and 93-11 RIL55	canonical	mechanical_normalization	1	nipponbareand9311ril55
Nipponbare and 93-11 RIL7	Nipponbare and 93-11 RIL7	canonical	mechanical_normalization	1	nipponbareand9311ril7
Nipponbare and 93-11 RIL8	Nipponbare and 93-11 RIL8	canonical	mechanical_normalization	1	nipponbareand9311ril8
Nipponbare and 93-11 RIL9	Nipponbare and 93-11 RIL9	canonical	mechanical_normalization	1	nipponbareand9311ril9
Nipponbare2	Nipponbare2	canonical	mechanical_normalization	1	nipponbare2
Niwahutaw Mochi	Niwahutaw Mochi	canonical	mechanical_normalization	1	niwahutawmochi
Nobohai	Nobohai	canonical	mechanical_normalization	1	nobohai
Nokdudo	Nokdudo	canonical	mechanical_normalization	1	nokdudo
Nokyang	Nokyang	canonical	mechanical_normalization	1	nokyang
Nona Bokra	Nona Bokra	canonical	mechanical_normalization	1	nonabokra
Nong Da Yong Ning Lai	Nong Da Yong Ning Lai	canonical	mechanical_normalization	1	nongdayongninglai
Nong Xiang 39	Nong Xiang 39	canonical	mechanical_normalization	1	nongxiang39
Nong Xiang 42	Nong Xiang 42	canonical	mechanical_normalization	1	nongxiang42
Nongan	Nongan	canonical	mechanical_normalization	1	nongan
Nongbaeg	Nongbaeg	canonical	mechanical_normalization	1	nongbaeg
Nonge661A	Nonge661A	canonical	mechanical_normalization	1	nonge661a
Nonggwang	Nonggwang	canonical	mechanical_normalization	1	nonggwang
Nongkeng57	Nongkeng57	canonical	mechanical_normalization	1	nongkeng57
Nonglinnuo_4hao	Nonglinnuo_4hao	canonical	mechanical_normalization	1	nonglinnuo4hao
Nongxiang24	Nongxiang24	canonical	mechanical_normalization	1	nongxiang24
Nongxiang32	Nongxiang32	canonical	mechanical_normalization	1	nongxiang32
Nong Xiang 39	Nongxiang39	spelling_variant	mechanical_normalization	1	nongxiang39
Nongxiang40	Nongxiang40	canonical	mechanical_normalization	1	nongxiang40
Nongxiang41	Nongxiang41	canonical	mechanical_normalization	1	nongxiang41
Nong Xiang 42	Nongxiang42	spelling_variant	mechanical_normalization	1	nongxiang42
Nongxiang_18	Nongxiang_18	canonical	mechanical_normalization	1	nongxiang18
Nongxiang_21	Nongxiang_21	canonical	mechanical_normalization	1	nongxiang21
Nongxiang_25	Nongxiang_25	canonical	mechanical_normalization	1	nongxiang25
Norin22	Norin22	canonical	mechanical_normalization	1	norin22
North_Jeju1	North_Jeju1	canonical	mechanical_normalization	1	northjeju1
Nourin No. 15	Nourin No. 15	canonical	mechanical_normalization	1	nourinno15
Nungyu Waxy 35	Nungyu Waxy 35	canonical	mechanical_normalization	1	nungyuwaxy35
Nuogu 1	Nuogu 1	canonical	mechanical_normalization	1	nuogu1
Nuogu 2	Nuogu 2	canonical	mechanical_normalization	1	nuogu2
Nuogu 3	Nuogu 3	canonical	mechanical_normalization	1	nuogu3
Nuogu 4	Nuogu 4	canonical	mechanical_normalization	1	nuogu4
Nuohangu	Nuohangu	canonical	mechanical_normalization	1	nuohangu
Nuomi	Nuomi	canonical	mechanical_normalization	1	nuomi
OBA	OBA	canonical	mechanical_normalization	1	oba
OBOLO	OBOLO	canonical	mechanical_normalization	1	obolo
OM1706	OM1706	canonical	mechanical_normalization	1	om1706
OM6377	OM6377	canonical	mechanical_normalization	1	om6377
OOBA 2	OOBA 2	canonical	mechanical_normalization	1	ooba2
OPEN	OPEN	canonical	mechanical_normalization	1	open
ORYLUX6	ORYLUX6	canonical	mechanical_normalization	1	orylux6
Obaekjo	Obaekjo	canonical	mechanical_normalization	1	obaekjo
Obongbyeo	Obongbyeo	canonical	mechanical_normalization	1	obongbyeo
Odaebyeo	Odaebyeo	canonical	mechanical_normalization	1	odaebyeo
Oegukbyeo	Oegukbyeo	canonical	mechanical_normalization	1	oegukbyeo
Ojeonggeun	Ojeonggeun	canonical	mechanical_normalization	1	ojeonggeun
Okkyung	Okkyung	canonical	mechanical_normalization	1	okkyung
Olbyeo	Olbyeo	canonical	mechanical_normalization	1	olbyeo
Olmutge	Olmutge	canonical	mechanical_normalization	1	olmutge
Olwaedu	Olwaedu	canonical	mechanical_normalization	1	olwaedu
Onnuri	Onnuri	canonical	mechanical_normalization	1	onnuri
Onseong1	Onseong1	canonical	mechanical_normalization	1	onseong1
Onseong10	Onseong10	canonical	mechanical_normalization	1	onseong10
Onseong11	Onseong11	canonical	mechanical_normalization	1	onseong11
Onseong12	Onseong12	canonical	mechanical_normalization	1	onseong12
Onseong13	Onseong13	canonical	mechanical_normalization	1	onseong13
Onseong14	Onseong14	canonical	mechanical_normalization	1	onseong14
Onseong2	Onseong2	canonical	mechanical_normalization	1	onseong2
Onseong3	Onseong3	canonical	mechanical_normalization	1	onseong3
Onseong4	Onseong4	canonical	mechanical_normalization	1	onseong4
Onseong5	Onseong5	canonical	mechanical_normalization	1	onseong5
Onseong6	Onseong6	canonical	mechanical_normalization	1	onseong6
Onseong7	Onseong7	canonical	mechanical_normalization	1	onseong7
Onseong8	Onseong8	canonical	mechanical_normalization	1	onseong8
Onseong9	Onseong9	canonical	mechanical_normalization	1	onseong9
Onu B	Onu B	canonical	mechanical_normalization	1	onub
Oochikara	Oochikara	canonical	mechanical_normalization	1	oochikara
Orido	Orido	canonical	mechanical_normalization	1	orido
Oryzica3	Oryzica3	canonical	mechanical_normalization	1	oryzica3
OryzicaLlanos5	OryzicaLlanos5	canonical	mechanical_normalization	1	oryzicallanos5
Os 6 (Wc 10296)	Os 6 (Wc 10296)	canonical	mechanical_normalization	1	os6
P 32::GSOR 311085-G1	P 32::GSOR 311085-G1	canonical	mechanical_normalization	1	p32gsor311085g1
P 35	P 35	canonical	mechanical_normalization	1	p35
P 660	P 660	canonical	mechanical_normalization	1	p660
P 79::GSOR 310380-G1	P 79::GSOR 310380-G1	canonical	mechanical_normalization	1	p79gsor310380g1
P-RH78-2	P-RH78-2	canonical	mechanical_normalization	1	prh782
P-RH78-4	P-RH78-4	canonical	mechanical_normalization	1	prh784
P1	P1	canonical	mechanical_normalization	1	p1
P2	P2	canonical	mechanical_normalization	1	p2
P391	P391	canonical	mechanical_normalization	1	p391
P393	P393	canonical	mechanical_normalization	1	p393
P469	P469	canonical	mechanical_normalization	1	p469
P88S	P88S	canonical	mechanical_normalization	1	p88s
PAGAIYAHAN	PAGAIYAHAN	canonical	mechanical_normalization	1	pagaiyahan
PANKHARI 203	PANKHARI 203	canonical	mechanical_normalization	1	pankhari203
PATNAI 6	PATNAI 6	canonical	mechanical_normalization	1	patnai6
PBR	PBR	canonical	mechanical_normalization	1	pbr
PC311	PC311	canonical	mechanical_normalization	1	pc311
PD 46	PD 46	canonical	mechanical_normalization	1	pd46
PD211	PD211	canonical	mechanical_normalization	1	pd211
PHUDUGEY	PHUDUGEY	canonical	mechanical_normalization	1	phudugey
PN1	PN1	canonical	mechanical_normalization	1	pn1
PN10	PN10	canonical	mechanical_normalization	1	pn10
PN11	PN11	canonical	mechanical_normalization	1	pn11
PN12	PN12	canonical	mechanical_normalization	1	pn12
PN13	PN13	canonical	mechanical_normalization	1	pn13
PN14	PN14	canonical	mechanical_normalization	1	pn14
PN15	PN15	canonical	mechanical_normalization	1	pn15
PN16	PN16	canonical	mechanical_normalization	1	pn16
PN17	PN17	canonical	mechanical_normalization	1	pn17
PN18	PN18	canonical	mechanical_normalization	1	pn18
PN19	PN19	canonical	mechanical_normalization	1	pn19
PN2	PN2	canonical	mechanical_normalization	1	pn2
PN20	PN20	canonical	mechanical_normalization	1	pn20
PN21	PN21	canonical	mechanical_normalization	1	pn21
PN22	PN22	canonical	mechanical_normalization	1	pn22
PN23	PN23	canonical	mechanical_normalization	1	pn23
PN24	PN24	canonical	mechanical_normalization	1	pn24
PN25	PN25	canonical	mechanical_normalization	1	pn25
PN26	PN26	canonical	mechanical_normalization	1	pn26
PN27	PN27	canonical	mechanical_normalization	1	pn27
PN28	PN28	canonical	mechanical_normalization	1	pn28
PN29	PN29	canonical	mechanical_normalization	1	pn29
PN3	PN3	canonical	mechanical_normalization	1	pn3
PN30	PN30	canonical	mechanical_normalization	1	pn30
PN31	PN31	canonical	mechanical_normalization	1	pn31
PN32	PN32	canonical	mechanical_normalization	1	pn32
PN33	PN33	canonical	mechanical_normalization	1	pn33
